	Exp56_EPB41L5_1_AGCTAG_TCA	Exp56_EPB41L5_2_AGCTAG_AGT	Exp56_CCIN_1_CTGATC_TCA	Exp56_CCIN_2_CTGATC_AGT	Exp33_IDE_11_GCTCAT_TCA	Exp33_DCTN6_11_GCTGTA_TCA	Exp33_UBA2_11_TGAGTG_AGT	Exp33_ETS2_11_TGCCGA_AGT	Exp33_ETS2_10_TGCCGA_TCA	Exp33_CHMP3_11_TGTTGG_AGT	Exp33_CHMP3_10_TGTTGG_TCA	Exp31_TPGS2_24_CCACTC_AAC	Exp31_TPGS2_25_CCACTC_CAG	Exp31_CDK4_24_GCCATG_AAC	Exp31_UBA2_24_TGAGTG_AAC	Exp32_CDK4_24_GCCATG_TCA	Exp32_ITPA_11_GCCTAA_AGT	Exp32_ITPA_10_GCCTAA_TCA	Exp32_UBA2_24_TGAGTG_TCA	Exp92_EPB41L5_1_GTAGCC_TCA	Exp92_ETS2_1_CGAAAC_AGT	Exp92_UBA2_1_GCCTAA_AAC
ABI1::exon	0	0	1	0	1	6	5	3	6	9	10	9	5	3	2	5	10	1	0	0	0	0
ABI1::intron	1	0	0	0	3	21	7	24	23	54	18	13	15	4	2	14	26	15	2	2	0	1
ABI1P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI1P1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI2::exon	1	1	1	0	3	21	7	18	17	32	24	31	23	7	1	16	12	14	14	0	0	0
ABI2::intron	0	1	1	0	1	21	10	18	29	49	16	18	15	10	14	14	26	14	12	0	0	1
ABI3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3::intron	0	0	0	0	0	0	0	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0
ABI3BP::exon	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	2	0	0	0
ABI3BP::intron	0	0	0	0	0	2	3	3	5	4	4	6	7	7	2	11	1	5	4	1	0	0
ABL1::exon	0	0	0	0	0	2	1	5	5	13	4	4	1	0	1	2	3	1	1	0	0	0
ABL1::intron	1	2	2	1	3	31	6	24	40	100	48	15	15	6	7	13	41	31	14	0	0	1
ABL2::exon	0	0	2	0	1	16	6	16	22	42	21	16	14	3	4	12	12	10	6	0	0	0
ABL2::intron	0	1	0	1	1	51	19	40	55	121	56	35	32	11	12	46	58	38	25	1	0	0
ABLIM2::exon	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ABLIM2::intron	0	0	0	0	0	0	1	3	7	7	5	3	4	1	1	6	4	8	1	0	0	0
ABLIM3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3::intron	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	4	1	0	0	0	0
ABR::exon	0	0	0	0	2	7	0	1	3	7	7	7	6	0	1	2	2	1	1	0	0	0
ABR::intron	1	0	0	0	0	17	5	17	16	37	30	23	9	4	4	15	32	16	9	1	0	1
ABRA::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRA::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL::exon	0	0	0	0	2	4	1	12	9	7	3	4	12	0	0	4	8	3	2	0	0	0
ABRACL::intron	0	0	0	0	0	2	0	0	1	2	2	2	0	0	0	2	1	0	2	0	0	0
ABRAXAS1::exon	0	0	1	0	0	5	0	3	2	6	2	2	1	0	0	1	0	3	2	0	0	0
ABRAXAS1::intron	0	0	0	0	0	3	2	2	4	2	3	3	2	0	0	1	1	3	0	0	0	0
ABRAXAS2::exon	0	0	0	0	1	6	0	4	2	11	5	4	2	0	0	1	3	3	1	0	0	0
ABRAXAS2::intron	0	1	0	0	0	6	1	4	7	10	3	4	2	0	0	2	1	0	0	0	0	0
ABT1::exon	0	0	1	0	1	7	0	10	3	16	8	11	4	3	1	2	6	3	0	0	0	0
ABT1::intron	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ABT1P1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABTB1::exon	0	0	0	0	0	0	0	0	0	2	1	3	0	2	0	0	0	0	0	0	0	0
ABTB1::intron	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
ABTB2::exon	0	0	0	0	1	7	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0
ABTB2::intron	0	1	0	0	1	20	4	13	16	53	29	11	6	3	1	16	26	13	7	1	0	0
AC000036.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000036.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000041.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000041.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000068.2::exon	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC000068.3::exon	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000077.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000077.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000078.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000081.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000089.1::exon	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AC000095.1::exon	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000095.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000099.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000099.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000111.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000111.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000120.1::exon	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
AC000120.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000123.2::exon	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
AC000123.3::exon	0	0	0	0	0	3	2	3	3	6	2	1	2	3	1	5	4	1	2	1	0	0
AC000362.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000362.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000367.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000374.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000403.1::exon	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0
AC001226.1::exon	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
AC002044.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002044.2::exon	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
AC002044.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002056.1::exon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002059.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002064.1::exon	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC002064.1::intron	0	0	0	0	0	0	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0
AC002064.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002069.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002069.2::exon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC002070.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002070.1::intron	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0
AC002075.1::exon	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0
AC002075.2::exon	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
AC002076.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002090.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002094.4::exon	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
AC002094.5::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002116.2::exon	0	0	0	0	0	2	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
AC002116.2::intron	0	0	0	0	1	14	3	8	10	19	11	6	11	3	6	3	9	9	0	0	0	0
AC002127.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002310.2::exon	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
AC002310.2::intron	0	0	0	0	0	5	1	2	3	6	2	1	0	0	1	2	6	3	1	0	0	0
AC002310.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002310.3::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002310.6::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002347.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002350.1::exon	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
AC002366.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002366.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002367.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002381.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002400.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002401.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002401.4::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002429.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002451.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002456.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002456.2::intron	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
AC002463.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002463.1::intron	0	0	2	2	0	1	0	0	2	1	1	0	1	0	0	0	1	0	0	0	0	0
AC002464.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002470.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002472.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002472.2::intron	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0
AC002472.3::exon	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002472.3::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002486.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002486.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002486.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002487.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002504.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002511.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002511.3::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002519.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC002519.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002524.1::exon	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC002525.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002540.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC002542.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002543.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002543.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002545.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002550.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002553.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002553.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC002558.1::exon	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
AC002984.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC003001.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003001.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003006.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003006.1::intron	1	0	0	0	0	6	3	5	6	15	5	4	2	2	1	0	8	1	1	0	1	0
AC003045.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003045.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003071.1::exon	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0
AC003071.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003071.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003072.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003072.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003080.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003101.2::exon	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003101.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003102.1::exon	0	0	0	0	0	1	0	0	1	2	1	0	0	0	2	1	0	0	0	0	0	0
AC003669.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003669.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0
AC003685.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003686.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003957.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003958.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003958.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003984.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003984.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC003992.1::exon	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0
AC004004.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004006.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004023.1::exon	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC004024.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004057.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004062.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004066.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.1::exon	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004069.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004074.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004076.2::exon	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0
AC004080.4::exon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004080.5::exon	0	0	0	0	0	2	0	3	0	1	1	1	1	0	0	0	3	2	0	0	0	0
AC004080.5::intron	0	1	0	0	0	8	2	7	7	22	9	4	3	2	4	3	17	9	3	0	0	0
AC004129.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004134.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004147.5::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004158.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004160.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004160.1::intron	0	0	0	0	0	6	1	1	0	1	4	3	1	0	1	4	0	2	0	0	0	0
AC004217.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004217.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004223.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004223.2::exon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC004223.3::exon	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004224.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.1::exon	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0
AC004232.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004232.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004233.3::exon	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
AC004233.4::exon	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC004241.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004241.3::exon	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
AC004241.4::exon	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004241.5::exon	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AC004263.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004264.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004264.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004381.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004381.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC004383.1::exon	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AC004386.1::exon	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004408.2::exon	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AC004449.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC004453.1::exon	0	0	0	0	0	2	1	4	6	4	3	2	2	0	0	3	1	0	1	0	0	0
AC004453.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.2::exon	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
AC004466.1::exon	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
AC004466.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC004466.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004467.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004467.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004477.3::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004486.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC004491.1::exon	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC004492.1::exon	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
AC004494.1::exon	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
AC004494.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004522.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004552.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC004554.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004584.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004584.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004584.3::exon	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
AC004585.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004623.1::exon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC004656.1::exon	0	0	0	0	1	1	1	3	6	4	2	4	5	0	0	2	1	2	1	0	0	0
AC004674.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004674.1::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004678.1::exon	0	0	0	0	1	1	2	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0
AC004678.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004687.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004690.1::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004690.2::exon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004690.2::intron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004692.1::exon	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
